GridIndex, TrialID, ISA, lAnalysis1.nGo, lAnalysis1.nNoGo, lAnalysis1.nPause, lAnalysis1.dPrGrtMAV, bISAAnalysisRun
1, 317, 2, 0, 0, 1, 0.718933333333333, 1
1, 318, 2, 0, 0, 1, 0.552933333333333, 1
1, 319, 2, 0, 0, 1, 0.436533333333333, 1
1, 320, 2, 0, 0, 1, 0.0721333333333333, 1
1, 321, 2, 0, 0, 1, 0.6712, 1
1, 322, 2, 0, 0, 1, 0.627333333333333, 1
1, 323, 2, 0, 0, 1, 0.5, 1
1, 324, 2, 0, 0, 1, 0.143733333333333, 1
1, 325, 2, 0, 0, 1, 0.852133333333333, 1
1, 326, 2, 0, 0, 1, 0.367066666666667, 1
1, 327, 2, 0, 0, 1, 0.493866666666667, 1
1, 328, 2, 0, 0, 1, 0.505333333333333, 1
1, 329, 2, 0, 0, 1, 0.110133333333333, 1
1, 330, 2, 0, 0, 1, 0.8636, 1
1, 331, 2, 0, 0, 1, 0.334, 1
1, 332, 2, 0, 0, 1, 0.5812, 1
1, 333, 2, 0, 0, 1, 0.604666666666667, 1
1, 334, 2, 0, 0, 1, 0.347866666666667, 1
1, 335, 2, 0, 0, 1, 0.0117333333333333, 1
1, 336, 2, 0, 0, 1, 0.816533333333333, 1
1, 337, 2, 0, 0, 1, 0.1844, 1
1, 338, 2, 0, 0, 1, 0.3092, 1
1, 339, 2, 0, 0, 1, 0.732133333333333, 1
1, 340, 2, 0, 0, 1, 0.5672, 1
1, 341, 2, 0, 0, 1, 0.677466666666667, 1
1, 342, 2, 0, 0, 1, 0.1708, 1
1, 343, 2, 0, 0, 1, 0.3296, 1
1, 344, 2, 0, 0, 1, 0.906, 1
1, 345, 2, 0, 0, 1, 0.168266666666667, 1
1, 346, 2, 0, 0, 1, 0.0909333333333333, 1
1, 347, 2, 0, 0, 1, 0.415066666666667, 1
1, 348, 2, 0, 0, 1, 0.6432, 1
1, 349, 2, 0, 0, 1, 0.3292, 1
1, 350, 2, 0, 0, 1, 0.892266666666667, 1
1, 351, 2, 0, 0, 1, 0.0729333333333333, 1
1, 352, 2, 0, 0, 1, 0.623466666666667, 1
1, 353, 2, 0, 0, 1, 0.896533333333333, 1
1, 354, 2, 0, 1, 0, 0.00346666666666667, 1
1, 355, 2, 0, 0, 1, 0.559333333333333, 1
1, 356, 2, 0, 0, 1, 0.8292, 1
1, 357, 2, 0, 0, 1, 0.165466666666667, 1
1, 358, 2, 0, 0, 1, 0.384533333333333, 1
1, 359, 2, 0, 0, 1, 0.0117333333333333, 1
1, 360, 2, 0, 0, 1, 0.8296, 1
1, 361, 2, 0, 0, 1, 0.3084, 1
1, 362, 2, 0, 0, 1, 0.250266666666667, 1
1, 363, 2, 0, 0, 1, 0.7372, 1
1, 364, 2, 0, 0, 1, 0.3968, 1
1, 365, 2, 0, 0, 1, 0.9008, 1
1, 366, 2, 0, 0, 1, 0.0812, 1
1, 367, 2, 0, 0, 1, 0.0693333333333333, 1
1, 368, 2, 0, 0, 1, 0.761333333333333, 1
1, 369, 2, 0, 0, 1, 0.0596, 1
1, 370, 2, 0, 0, 1, 0.8368, 1
1, 371, 2, 0, 0, 1, 0.118933333333333, 1
1, 372, 2, 0, 0, 1, 0.100266666666667, 1
1, 373, 2, 0, 0, 1, 0.533333333333333, 1
1, 374, 2, 0, 0, 1, 0.239733333333333, 1
1, 375, 2, 0, 0, 1, 0.264, 1
1, 376, 2, 0, 1, 0, 0.000933333333333333, 1
1, 377, 2, 0, 0, 1, 0.0962666666666667, 1
1, 378, 2, 0, 0, 1, 0.0362666666666667, 1
1, 379, 2, 0, 0, 1, 0.412933333333333, 1
1, 380, 2, 0, 0, 1, 0.249066666666667, 1
1, 381, 2, 0, 0, 1, 0.5256, 1
1, 382, 2, 0, 0, 1, 0.0178666666666667, 1
1, 383, 2, 0, 0, 1, 0.9108, 1
1, 384, 2, 0, 0, 1, 0.0973333333333333, 1
