Design, iScen, GridIndex, TrialID, ISA1Status, ISA2Status, CurrentTime, ISA1Trt1, ISA1Trt2, ISA2Trt1, ISA2Trt3, ISAStart1, ISAStart2, ISAPause1, ISAPause2, FinalPatientEnrolledTimeISA1, FinalPatientEnrolledTimeISA2, StartIAISA1, StartIAISA2, FinalAnalysisTimeISA1, FinalAnalysisTimeISA2
1, 1, 1, 36, 7, 7, 25.8836516813138, 85, 85, 100, 100, 0, 6, 0, 0, 17.3273997027646, 24.8836416813138, 18.3730215427947, 25.8836516813138, 18.3730215427947, 25.8836516813138
1, 1, 1, 37, 7, 7, 27.2204665750747, 85, 85, 100, 100, 0, 6, 0, 0, 18.8520691543366, 26.2204565750747, 19.8820355381492, 27.2204665750747, 19.8820355381492, 27.2204665750747
1, 1, 1, 38, 7, 7, 26.9631689337385, 85, 85, 100, 100, 0, 6, 0, 0, 21.1428036073427, 25.9631589337385, 22.1792175032266, 26.9631689337385, 22.1792175032266, 26.9631689337385
1, 1, 1, 39, 7, 7, 27.4658024117691, 85, 85, 100, 100, 0, 6, 0, 0, 16.1848455243163, 26.4657924117691, 17.3472223464416, 27.4658024117691, 17.3472223464416, 27.4658024117691
1, 1, 1, 40, 7, 7, 25.2353060916773, 85, 85, 100, 100, 0, 6, 0, 0, 18.9509446524746, 24.2352960916773, 20.0087899929607, 25.2353060916773, 20.0087899929607, 25.2353060916773
1, 1, 1, 41, 7, 7, 27.3604578959974, 85, 85, 100, 100, 0, 6, 0, 0, 19.9783411273101, 26.3604478959974, 21.1203728843424, 27.3604578959974, 21.1203728843424, 27.3604578959974
1, 1, 1, 42, 7, 7, 28.3329979286974, 85, 85, 100, 100, 0, 6, 0, 0, 19.5858009956807, 27.3329879286974, 20.5898297030593, 28.3329979286974, 20.5898297030593, 28.3329979286974
1, 1, 1, 43, 7, 7, 27.0029921367447, 85, 85, 100, 100, 0, 6, 0, 0, 20.274598095736, 26.0029821367447, 21.2755313958439, 27.0029921367447, 21.2755313958439, 27.0029921367447
1, 1, 1, 44, 7, 7, 26.1733928256048, 85, 85, 100, 100, 0, 6, 0, 0, 17.6201227709749, 25.1733828256048, 18.6864712749657, 26.1733928256048, 18.6864712749657, 26.1733928256048
1, 1, 1, 45, 7, 7, 27.9955152518854, 85, 85, 100, 100, 0, 6, 0, 0, 21.8416987804545, 26.9955052518854, 22.9419759156253, 27.9955152518854, 22.9419759156253, 27.9955152518854
1, 1, 1, 46, 7, 7, 25.1122891944678, 85, 85, 100, 100, 0, 6, 0, 0, 16.4595514120104, 24.1122791944678, 17.6064602316187, 25.1122891944678, 17.6064602316187, 25.1122891944678
1, 1, 1, 47, 7, 7, 28.8041436651635, 85, 85, 100, 100, 0, 6, 0, 0, 21.1070685933908, 27.8041336651635, 22.1418402774049, 28.8041436651635, 22.1418402774049, 28.8041436651635
1, 1, 1, 48, 7, 7, 25.1608494628904, 85, 85, 100, 100, 0, 6, 0, 0, 17.6174195209064, 24.1608394628904, 18.6788700938116, 25.1608494628904, 18.6788700938116, 25.1608494628904
1, 1, 1, 49, 7, 7, 25.885050303474, 85, 85, 100, 100, 0, 6, 0, 0, 17.8266049138089, 24.885040303474, 18.9128146566091, 25.885050303474, 18.9128146566091, 25.885050303474
1, 1, 1, 50, 7, 7, 24.7376488086113, 85, 85, 100, 100, 0, 6, 0, 0, 17.0995623132477, 23.7376388086113, 18.2252744560018, 24.7376488086113, 18.2252744560018, 24.7376488086113
1, 1, 1, 51, 7, 7, 26.6630674893424, 85, 85, 100, 100, 0, 6, 0, 0, 17.3260158579154, 25.6630574893424, 18.4759624223711, 26.6630674893424, 18.4759624223711, 26.6630674893424
1, 1, 1, 52, 7, 7, 25.3057435606122, 85, 85, 100, 100, 0, 6, 0, 0, 18.4538372058947, 24.3057335606122, 19.5575993614858, 25.3057435606122, 19.5575993614858, 25.3057435606122
1, 1, 1, 53, 7, 7, 26.5612832371015, 85, 85, 100, 100, 0, 6, 0, 0, 16.0484055707824, 25.5612732371015, 17.0762185322714, 26.5612832371015, 17.0762185322714, 26.5612832371015
1, 1, 1, 54, 7, 7, 26.5002281868318, 85, 85, 100, 100, 0, 6, 0, 0, 19.2701829250063, 25.5002181868318, 20.5093879352269, 26.5002281868318, 20.5093879352269, 26.5002281868318
1, 1, 1, 55, 7, 7, 25.0325885093009, 85, 85, 100, 100, 0, 6, 0, 0, 18.7750798916358, 24.0325785093009, 19.8301163011065, 25.0325885093009, 19.8301163011065, 25.0325885093009
1, 1, 1, 56, 7, 7, 26.1647401968131, 85, 85, 100, 100, 0, 6, 0, 0, 20.1626705441514, 25.1647301968131, 21.2302816137559, 26.1647401968131, 21.2302816137559, 26.1647401968131
1, 1, 1, 57, 7, 7, 27.2335776677751, 85, 85, 100, 100, 0, 6, 0, 0, 19.1044123740839, 26.2335676677751, 20.1661745157009, 27.2335776677751, 20.1661745157009, 27.2335776677751
1, 1, 1, 58, 7, 7, 25.7120988966058, 85, 85, 100, 100, 0, 6, 0, 0, 16.6171369345705, 24.7120888966058, 17.6441923114163, 25.7120988966058, 17.6441923114163, 25.7120988966058
1, 1, 1, 59, 7, 7, 27.1102068974374, 85, 85, 100, 100, 0, 6, 0, 0, 22.615602837911, 26.1101968974374, 23.6220251292607, 27.1102068974374, 23.6220251292607, 27.1102068974374
1, 1, 1, 60, 7, 7, 28.1608751515377, 85, 85, 100, 100, 0, 6, 0, 0, 18.8574373044629, 27.1608651515377, 19.951250032008, 28.1608751515377, 19.951250032008, 28.1608751515377
1, 1, 1, 61, 7, 7, 24.4504409546656, 85, 85, 100, 100, 0, 6, 0, 0, 18.1709927963839, 23.4504309546656, 19.172737016374, 24.4504409546656, 19.172737016374, 24.4504409546656
1, 1, 1, 62, 7, 7, 26.487814893315, 85, 85, 100, 100, 0, 6, 0, 0, 17.4853504753191, 25.487804893315, 18.5429888666471, 26.487814893315, 18.5429888666471, 26.487814893315
1, 1, 1, 63, 7, 7, 28.3471376088029, 85, 85, 100, 100, 0, 6, 0, 0, 20.2701465252647, 27.3471276088029, 21.2845085272424, 28.3471376088029, 21.2845085272424, 28.3471376088029
1, 1, 1, 64, 7, 7, 26.4433459184148, 85, 85, 100, 100, 0, 6, 0, 0, 20.4396462052978, 25.4433359184148, 21.5268382149688, 26.4433459184148, 21.5268382149688, 26.4433459184148
1, 1, 1, 65, 7, 7, 26.9950539065644, 85, 85, 100, 100, 0, 6, 0, 0, 18.9520501130881, 25.9950439065644, 19.9585823424268, 26.9950539065644, 19.9585823424268, 26.9950539065644
1, 1, 1, 66, 7, 7, 27.2748716765708, 85, 85, 100, 100, 0, 6, 0, 0, 18.6120293627865, 26.2748616765708, 19.6283289148724, 27.2748716765708, 19.6283289148724, 27.2748716765708
1, 1, 1, 67, 7, 7, 24.4899022566473, 85, 85, 100, 100, 0, 6, 0, 0, 17.8152169185382, 23.4898922566473, 18.8552131865439, 24.4899022566473, 18.8552131865439, 24.4899022566473
1, 1, 1, 68, 5, 7, 25.0256176254571, 85, 85, 100, 100, 0, 6, 0, 0, 16.0002992766288, 24.0256076254571, 17.0754679487369, 25.0256176254571, 17.0754679487369, 25.0256176254571
1, 1, 1, 69, 7, 7, 27.9146097915686, 85, 85, 100, 100, 0, 6, 0, 0, 18.8848945243371, 26.9145997915686, 19.9245284287837, 27.9146097915686, 19.9245284287837, 27.9146097915686
1, 1, 1, 70, 5, 7, 28.0921215906881, 85, 85, 100, 100, 0, 6, 0, 0, 20.7047686738806, 27.0921115906881, 21.7989201564857, 28.0921215906881, 21.7989201564857, 28.0921215906881
1, 1, 1, 71, 7, 7, 26.0734067498056, 85, 85, 100, 100, 0, 6, 0, 0, 18.0522373016, 25.0733967498056, 19.1371672164593, 26.0734067498056, 19.1371672164593, 26.0734067498056
1, 1, 1, 72, 7, 7, 25.7263633856768, 85, 85, 100, 100, 0, 6, 0, 0, 17.7845269640404, 24.7263533856768, 18.9251216189281, 25.7263633856768, 18.9251216189281, 25.7263633856768
1, 1, 1, 73, 7, 7, 25.1728380239584, 85, 85, 100, 100, 0, 6, 0, 0, 16.4048771950385, 24.1728280239584, 17.4487235104139, 25.1728380239584, 17.4487235104139, 25.1728380239584
1, 1, 1, 74, 7, 7, 26.5424532105726, 85, 85, 100, 100, 0, 6, 0, 0, 20.6838621753916, 25.5424432105726, 21.7406557948637, 26.5424532105726, 21.7406557948637, 26.5424532105726
1, 1, 1, 75, 7, 7, 26.7510390872667, 85, 85, 100, 100, 0, 6, 0, 0, 20.7347969931317, 25.7510290872667, 21.7479273120106, 26.7510390872667, 21.7479273120106, 26.7510390872667
1, 1, 1, 76, 7, 7, 26.2897261265485, 85, 85, 100, 100, 0, 6, 0, 0, 18.4031879651977, 25.2897161265485, 19.4277122572968, 26.2897261265485, 19.4277122572968, 26.2897261265485
1, 1, 1, 77, 7, 7, 26.4213862772156, 85, 85, 100, 100, 0, 6, 0, 0, 18.9611042590205, 25.4213762772156, 20.0171225474837, 26.4213862772156, 20.0171225474837, 26.4213862772156
1, 1, 1, 78, 7, 7, 27.8983626235485, 85, 85, 100, 100, 0, 6, 0, 0, 21.7068652382488, 26.8983526235485, 22.7271784616831, 27.8983626235485, 22.7271784616831, 27.8983626235485
1, 1, 1, 79, 7, 7, 27.1977591851812, 85, 85, 100, 100, 0, 6, 0, 0, 16.5409894792034, 26.1977491851812, 17.7143812161299, 27.1977591851812, 17.7143812161299, 27.1977591851812
1, 1, 1, 80, 6, 7, 26.8085896948723, 85, 85, 100, 100, 0, 6, 0, 0, 18.2013380418476, 25.8085796948723, 19.3136554262263, 26.8085896948723, 19.3136554262263, 26.8085896948723
1, 1, 1, 81, 7, 7, 27.8493898506068, 85, 85, 100, 100, 0, 6, 0, 0, 19.7653483411168, 26.8493798506068, 20.8117077716881, 27.8493898506068, 20.8117077716881, 27.8493898506068
1, 1, 1, 82, 7, 5, 25.2260465294855, 85, 85, 100, 100, 0, 6, 0, 0, 16.7881853659873, 24.2260365294855, 17.8686129099222, 25.2260465294855, 17.8686129099222, 25.2260465294855
1, 1, 1, 83, 7, 7, 25.7988972480452, 85, 85, 100, 100, 0, 6, 0, 0, 18.7889186880738, 24.7988872480452, 19.8391242245896, 25.7988972480452, 19.8391242245896, 25.7988972480452
1, 1, 1, 84, 7, 7, 27.4367212295732, 85, 85, 100, 100, 0, 6, 0, 0, 18.4701554244946, 26.4367112295732, 19.4857168627701, 27.4367212295732, 19.4857168627701, 27.4367212295732
1, 1, 1, 85, 7, 7, 25.3601360497554, 85, 85, 100, 100, 0, 6, 0, 0, 18.0882139162443, 24.3601260497554, 19.1767175728118, 25.3601360497554, 19.1767175728118, 25.3601360497554
1, 1, 1, 86, 7, 7, 24.9961772230121, 85, 85, 100, 100, 0, 6, 0, 0, 17.0134019341574, 23.9961672230121, 18.0379706186239, 24.9961772230121, 18.0379706186239, 24.9961772230121
1, 1, 1, 87, 7, 7, 27.0710741059893, 85, 85, 100, 100, 0, 6, 0, 0, 20.8056649799473, 26.0710641059893, 21.8391691236026, 27.0710741059893, 21.8391691236026, 27.0710741059893
1, 1, 1, 88, 7, 7, 26.0465769553852, 85, 85, 100, 100, 0, 6, 0, 0, 18.1974170906551, 25.0465669553852, 19.3112307537167, 26.0465769553852, 19.3112307537167, 26.0465769553852
1, 1, 1, 89, 7, 7, 26.5668557990588, 85, 85, 100, 100, 0, 6, 0, 0, 18.6858756056644, 25.5668457990588, 19.6903503111505, 26.5668557990588, 19.6903503111505, 26.5668557990588
1, 1, 1, 90, 7, 7, 24.6005552803291, 85, 85, 100, 100, 0, 6, 0, 0, 16.5871575463972, 23.6005452803291, 17.7232282054117, 24.6005552803291, 17.7232282054117, 24.6005552803291
1, 1, 1, 91, 5, 7, 26.0711930125198, 85, 85, 100, 100, 0, 6, 0, 0, 20.1971343199884, 25.0711830125198, 21.3003407958107, 26.0711930125198, 21.3003407958107, 26.0711930125198
1, 1, 1, 92, 7, 7, 28.2413479528995, 85, 85, 100, 100, 0, 6, 0, 0, 21.5006253743495, 27.2413379528995, 22.7501140761446, 28.2413479528995, 22.7501140761446, 28.2413479528995
1, 1, 1, 93, 7, 7, 27.6344929167577, 85, 85, 100, 100, 0, 6, 0, 0, 18.6136278979842, 26.6344829167577, 19.7666262406493, 27.6344929167577, 19.7666262406493, 27.6344929167577
1, 1, 1, 94, 7, 7, 26.4228438418927, 85, 85, 100, 100, 0, 6, 0, 0, 16.9673667404278, 25.4228338418927, 18.210707648584, 26.4228438418927, 18.210707648584, 26.4228438418927
1, 1, 1, 95, 7, 7, 27.6901015554713, 85, 85, 100, 100, 0, 6, 0, 0, 17.4565338041211, 26.6900915554713, 18.5084264627968, 27.6901015554713, 18.5084264627968, 27.6901015554713
1, 1, 1, 96, 7, 7, 25.9445522668457, 85, 85, 100, 100, 0, 6, 0, 0, 18.1199092376637, 24.9445422668457, 19.1226235531589, 25.9445522668457, 19.1226235531589, 25.9445522668457
1, 1, 1, 97, 6, 7, 23.3633045443053, 85, 85, 100, 100, 0, 6, 0, 0, 16.2599140828768, 22.3632945443053, 17.3644005565791, 23.3633045443053, 17.3644005565791, 23.3633045443053
1, 1, 1, 98, 7, 7, 25.856979589117, 85, 85, 100, 100, 0, 6, 0, 0, 17.8648135867223, 24.856969589117, 18.8702238166421, 25.856979589117, 18.8702238166421, 25.856979589117
1, 1, 1, 99, 7, 7, 28.529299746724, 85, 85, 100, 100, 0, 6, 0, 0, 17.1323814426238, 27.529289746724, 18.1652448994362, 28.529299746724, 18.1652448994362, 28.529299746724
1, 1, 1, 100, 7, 7, 25.8428137400213, 85, 85, 100, 100, 0, 6, 0, 0, 18.5009797324387, 24.8428037400213, 19.6003219719432, 25.8428137400213, 19.6003219719432, 25.8428137400213
1, 2, 1, 101, 5, 5, 27.642860362615, 85, 85, 100, 100, 0, 6, 0, 0, 19.448238737443, 26.642850362615, 20.5917122925144, 27.642860362615, 20.5917122925144, 27.642860362615
1, 2, 1, 102, 5, 5, 27.4454403340099, 85, 85, 100, 100, 0, 6, 0, 0, 18.3190374277964, 26.4454303340099, 19.4744568549134, 27.4454403340099, 19.4744568549134, 27.4454403340099
1, 2, 1, 103, 7, 5, 26.4046266226189, 85, 85, 100, 100, 0, 6, 0, 0, 17.2426716757474, 25.4046166226189, 18.2719959813707, 26.4046266226189, 18.2719959813707, 26.4046266226189
1, 2, 1, 104, 5, 5, 26.716386671497, 85, 85, 100, 100, 0, 6, 0, 0, 17.0054990142168, 25.716376671497, 18.0241815521071, 26.716386671497, 18.0241815521071, 26.716386671497
1, 2, 1, 105, 5, 5, 26.7545921120159, 85, 85, 100, 100, 0, 6, 0, 0, 19.2164486584452, 25.7545821120159, 20.2178998765762, 26.7545921120159, 20.2178998765762, 26.7545921120159
1, 2, 1, 106, 7, 5, 25.4054619342628, 85, 85, 100, 100, 0, 6, 0, 0, 17.7070232346156, 24.4054519342628, 18.7714974021366, 25.4054619342628, 18.7714974021366, 25.4054619342628
1, 2, 1, 107, 5, 5, 29.8462195737426, 85, 85, 100, 100, 0, 6, 0, 0, 22.3647080838654, 28.8462095737426, 23.4032076539788, 29.8462195737426, 23.4032076539788, 29.8462195737426
1, 2, 1, 108, 7, 5, 25.0018181416337, 85, 85, 100, 100, 0, 6, 0, 0, 15.9952511781288, 24.0018081416337, 17.0769704684386, 25.0018181416337, 17.0769704684386, 25.0018181416337
1, 2, 1, 109, 7, 5, 27.3044781471816, 85, 85, 100, 100, 0, 6, 0, 0, 23.1139965693885, 26.3044681471816, 24.1528651554054, 27.3044781471816, 24.1528651554054, 27.3044781471816
1, 2, 1, 110, 5, 5, 27.5108213573823, 85, 85, 100, 100, 0, 6, 0, 0, 17.9550425648033, 26.5108113573823, 19.0067287126947, 27.5108213573823, 19.0067287126947, 27.5108213573823
1, 2, 1, 111, 5, 5, 22.8038241788333, 85, 85, 100, 100, 0, 6, 0, 0, 15.2241450810111, 21.8038141788333, 16.2833372950299, 22.8038241788333, 16.2833372950299, 22.8038241788333
1, 2, 1, 112, 7, 5, 25.9463716206147, 85, 85, 100, 100, 0, 6, 0, 0, 17.7418878186037, 24.9463616206147, 18.7910623627964, 25.9463716206147, 18.7910623627964, 25.9463716206147
1, 2, 1, 113, 7, 5, 27.155670669373, 85, 85, 100, 100, 0, 6, 0, 0, 18.2560434478011, 26.155660669373, 19.3358077282326, 27.155670669373, 19.3358077282326, 27.155670669373
1, 2, 1, 114, 7, 5, 27.2535691323124, 85, 85, 100, 100, 0, 6, 0, 0, 18.2327511746324, 26.2535591323124, 19.2777507218253, 27.2535691323124, 19.2777507218253, 27.2535691323124
1, 2, 1, 115, 5, 5, 28.9877463026124, 85, 85, 100, 100, 0, 6, 0, 0, 22.5584600526062, 27.9877363026124, 23.6688140021143, 28.9877463026124, 23.6688140021143, 28.9877463026124
1, 2, 1, 116, 5, 7, 25.6201791302176, 85, 85, 100, 100, 0, 6, 0, 0, 15.9058210634258, 24.6201691302176, 16.9288229131068, 25.6201791302176, 16.9288229131068, 25.6201791302176
1, 2, 1, 117, 5, 5, 26.6907224650936, 85, 85, 100, 100, 0, 6, 0, 0, 19.313658535912, 25.6907124650936, 20.322274117698, 26.6907224650936, 20.322274117698, 26.6907224650936
1, 2, 1, 118, 7, 7, 27.9743064647465, 85, 85, 100, 100, 0, 6, 0, 0, 17.7823661780709, 26.9742964647465, 18.814469075326, 27.9743064647465, 18.814469075326, 27.9743064647465
1, 2, 1, 119, 5, 5, 25.4614393300829, 85, 85, 100, 100, 0, 6, 0, 0, 19.4836753961744, 24.4614293300829, 20.5183029112761, 25.4614393300829, 20.5183029112761, 25.4614393300829
1, 2, 1, 120, 7, 5, 23.982644465054, 85, 85, 100, 100, 0, 6, 0, 0, 14.7447831965634, 22.982634465054, 15.8759435649339, 23.982644465054, 15.8759435649339, 23.982644465054
1, 2, 1, 121, 7, 7, 27.0597315311291, 85, 85, 100, 100, 0, 6, 0, 0, 19.0595271343958, 26.0597215311291, 20.1442989441325, 27.0597315311291, 20.1442989441325, 27.0597315311291
1, 2, 1, 122, 5, 5, 27.2885652789769, 85, 85, 100, 100, 0, 6, 0, 0, 21.1292246042102, 26.2885552789769, 22.1468294121444, 27.2885652789769, 22.1468294121444, 27.2885652789769
1, 2, 1, 123, 7, 7, 26.6922712820154, 85, 85, 100, 100, 0, 6, 0, 0, 18.1548633295771, 25.6922612820154, 19.2082298001811, 26.6922712820154, 19.2082298001811, 26.6922712820154
1, 2, 1, 124, 5, 5, 27.1348837143545, 85, 85, 100, 100, 0, 6, 0, 0, 19.1345651204097, 26.1348737143545, 20.1444120487183, 27.1348837143545, 20.1444120487183, 27.1348837143545
1, 2, 1, 125, 7, 5, 28.1279500001252, 85, 85, 100, 100, 0, 6, 0, 0, 20.3370781605312, 27.1279400001252, 21.3377187032698, 28.1279500001252, 21.3377187032698, 28.1279500001252
1, 2, 1, 126, 5, 5, 28.5758652516441, 85, 85, 100, 100, 0, 6, 0, 0, 22.1885399248988, 27.5758552516441, 23.2260458651846, 28.5758652516441, 23.2260458651846, 28.5758652516441
1, 2, 1, 127, 5, 5, 27.0179076960223, 85, 85, 100, 100, 0, 6, 0, 0, 20.2336778660221, 26.0178976960223, 21.4130193982901, 27.0179076960223, 21.4130193982901, 27.0179076960223
1, 2, 1, 128, 7, 5, 27.3118957018903, 85, 85, 100, 100, 0, 6, 0, 0, 21.7105403171537, 26.3118857018903, 22.7470397409811, 27.3118957018903, 22.7470397409811, 27.3118957018903
1, 2, 1, 129, 5, 5, 25.2184523830645, 85, 85, 100, 100, 0, 6, 0, 0, 18.3612554192831, 24.2184423830645, 19.3949069969578, 25.2184523830645, 19.3949069969578, 25.2184523830645
